"label","Scored.Labels","Scored.Probabilities"
0,0,0.00894108414649963
0,0,0.0124098639935255
0,0,0.0110883535817266
0,0,0.0119866319000721
0,0,0.0084223710000515
0,0,0.0084223710000515
0,0,0.0084223710000515
0,0,0.0084223710000515
0,0,0.00942917913198471
0,0,0.0084223710000515
0,0,0.00910666491836309
0,0,0.0123340198770165
0,0,0.0160288121551275
0,0,0.0119866319000721
0,0,0.0110883535817266
0,0,0.00894108414649963
0,0,0.0084223710000515
0,0,0.0084223710000515
0,0,0.00942917913198471
0,0,0.00894108414649963
0,0,0.00910666491836309
0,0,0.0084223710000515
0,0,0.0084223710000515
1,0,0.0112962704151869
1,0,0.21971994638443
0,0,0.00943588651716709
0,0,0.00913990847766399
0,0,0.0189931262284517
0,0,0.0342221967875957
0,0,0.00942917913198471
0,0,0.00894108414649963
0,0,0.00966711435467005
1,1,0.99141788482666
0,1,0.62297523021698
0,1,0.649337708950043
0,1,0.615604102611542
0,1,0.627314388751984
0,0,0.366093277931213
0,0,0.366093277931213
0,0,0.352218329906464
0,0,0.0482136979699135
0,0,0.0537194423377514
0,0,0.0482136979699135
0,0,0.049070555716753
0,0,0.441523879766464
0,0,0.478223502635956
0,0,0.406324356794357
0,0,0.442611426115036
0,0,0.055943638086319
0,0,0.0247464906424284
0,0,0.0459491722285748
1,0,0.127471357584
0,1,0.937976062297821
0,1,0.641297817230225
0,1,0.62297523021698
0,1,0.62297523021698
0,0,0.366093277931213
0,0,0.366093277931213
0,0,0.392913907766342
0,0,0.316762804985046
0,0,0.0519615150988102
0,0,0.0482136979699135
0,0,0.0482136979699135
0,1,0.616850972175598
0,1,0.760119140148163
0,0,0.452666074037552
0,0,0.452666074037552
0,0,0.0624437294900417
0,0,0.0579258315265179
0,0,0.0133151905611157
0,0,0.0123185869306326
0,0,0.0107687320560217
0,0,0.0107687320560217
0,0,0.00935961864888668
0,0,0.0104772802442312
0,0,0.00935961864888668
0,0,0.0101192826405168
0,0,0.0121147101745009
0,0,0.00984470173716545
0,0,0.0493660382926464
0,0,0.00993547588586807
0,0,0.0104772802442312
0,0,0.0106301456689835
1,1,0.640107333660126
0,0,0.0140155116096139
0,0,0.0122937960550189
0,0,0.0117862029001117
0,0,0.0135187255218625
0,0,0.0070892539806664
0,0,0.0121216531842947
0,0,0.0066161984577775
0,0,0.0066161984577775
0,0,0.00756331766024232
0,0,0.00682614371180534
0,0,0.0140806194394827
0,0,0.0069988607428968
0,0,0.0101561890915036
0,0,0.0101561890915036
0,0,0.0129074696451426
0,0,0.00993547588586807
0,0,0.0143950898200274
0,0,0.0651878118515015
0,0,0.00993547588586807
0,0,0.0104500893503428
0,0,0.00993547588586807
0,0,0.0111211305484176
0,0,0.00993547588586807
0,0,0.0115335891023278
0,0,0.0115335891023278
0,0,0.0101561890915036
0,0,0.0111211305484176
0,0,0.0245410855859518
0,0,0.0107413763180375
0,0,0.0104500893503428
0,0,0.00993547588586807
0,0,0.00993547588586807
0,0,0.00993547588586807
0,0,0.0169900227338076
0,0,0.00689958082512021
0,0,0.00689958082512021
0,0,0.00689958082512021
0,0,0.00820194277912378
0,0,0.00783881451934576
0,0,0.00847610086202621
0,0,0.00783881451934576
0,0,0.00832188967615366
0,0,0.00783881451934576
0,0,0.00783881451934576
0,0,0.00877648126333952
0,0,0.00783881451934576
0,0,0.00847610086202621
0,0,0.00783881451934576
0,0,0.00783881451934576
0,0,0.00783881451934576
0,0,0.00783881451934576
0,0,0.00877648126333952
0,0,0.00783881451934576
0,0,0.00972077902406454
0,0,0.0141169689595699
0,0,0.00743722496554255
0,0,0.0102100754156709
0,0,0.00750597147271037
0,0,0.0150343608111143
0,0,0.00706992205232382
0,0,0.0426611676812172
0,0,0.0270197670906782
0,0,0.0182649921625853
0,0,0.0102100754156709
0,0,0.0163240898400545
0,0,0.0167097598314285
0,0,0.0155797116458416
0,0,0.0118115060031414
0,0,0.017053097486496
0,0,0.00939887203276157
0,0,0.00764517998322845
0,0,0.00706992205232382
0,0,0.024437639862299
0,0,0.111006945371628
0,0,0.00814757961779833
0,0,0.00987794436514378
0,0,0.00811642222106457
0,0,0.00750597147271037
0,0,0.00830364413559437
0,0,0.00987794436514378
1,0,0.00750597147271037
1,0,0.0456718318164349
0,0,0.0115085737779737
0,0,0.0116414269432426
0,0,0.0107687320560217
0,0,0.0101561890915036
0,0,0.00935961864888668
0,0,0.00935961864888668
0,0,0.0104772802442312
0,0,0.0102569498121738
0,0,0.0144007634371519
0,0,0.0198027603328228
0,0,0.00935961864888668
0,0,0.0106301456689835
0,1,0.677199840545654
1,1,0.759864866733551
1,1,0.991531789302826
0,0,0.00820194277912378
0,0,0.00732520455494523
0,0,0.00899809598922729
0,0,0.00832188967615366
0,0,0.00832188967615366
0,0,0.00832188967615366
0,0,0.00832188967615366
0,0,0.00931679829955101
0,0,0.00832188967615366
0,0,0.00899809598922729
0,0,0.00832188967615366
0,0,0.00832188967615366
0,0,0.011049235239625
0,0,0.00832188967615366
0,0,0.00931679829955101
0,0,0.00832188967615366
0,0,0.00899809598922729
0,1,0.586608946323395
1,1,0.619077146053314
0,0,0.00647191517055035
0,0,0.00724727008491755
0,0,0.00647191517055035
0,0,0.00731919193640351
0,0,0.00999265909194946
0,0,0.00924240704625845
0,0,0.00924240704625845
0,0,0.00924240704625845
0,0,0.00924240704625845
0,0,0.0103462189435959
0,0,0.00924240704625845
0,0,0.00999265909194946
0,0,0.00924240704625845
0,0,0.00924240704625845
0,0,0.00924240704625845
0,0,0.00924240704625845
0,0,0.013074099086225
0,0,0.0155511386692524
0,0,0.00935961864888668
0,0,0.00935961864888668
0,0,0.0121852653101087
0,0,0.00993547588586807
0,0,0.0101192826405168
0,0,0.0125492792576551
0,0,0.00993547588586807
0,0,0.00993547588586807
0,0,0.00935961864888668
